home_avg_goals,away_avg_goals,home_win_rate_weighted,away_win_rate_weighted,home_points,away_points,home_position,away_position,home_goal_diff,away_goal_diff,h2h_home_wins,h2h_away_wins,h2h_draws,winner
0.8235294117647058,1.1176470588235294,0.05263157894736842,0.13157894736842105,15.0,19.0,15.0,12.0,-6.0,-7.0,1,1,4,HOME_TEAM
0.8235294117647058,2.235294117647059,0.10526315789473684,0.3421052631578947,16.0,42.0,13.0,2.0,-9.0,27.0,0,6,0,AWAY_TEAM
1.9411764705882353,1.3529411764705883,0.2894736842105263,0.07894736842105264,7.0,0.0,2.0,20.0,9.0,-3.0,4,2,0,HOME_TEAM
1.3333333333333333,0.8888888888888888,0.15789473684210525,0.10526315789473684,26.0,20.0,8.0,11.0,1.0,-8.0,0,3,3,AWAY_TEAM
1.6111111111111112,0.7777777777777778,0.21052631578947367,0.10526315789473684,31.0,16.0,6.0,16.0,11.0,-10.0,1,3,2,DRAW
1.0555555555555556,1.4444444444444444,0.15789473684210525,0.13157894736842105,23.0,19.0,10.0,13.0,-3.0,-9.0,1,3,2,HOME_TEAM
1.1111111111111112,0.7777777777777778,0.02631578947368421,0.05263157894736842,8.0,15.0,19.0,17.0,-20.0,-10.0,1,1,0,HOME_TEAM
1.0,1.1111111111111112,0.05263157894736842,0.15789473684210525,13.0,28.0,18.0,7.0,-10.0,2.0,2,1,3,HOME_TEAM
2.1666666666666665,0.9444444444444444,0.3684210526315789,0.07894736842105263,45.0,18.0,1.0,14.0,28.0,-5.0,4,1,1,HOME_TEAM
2.3333333333333335,1.8888888888888888,0.3684210526315789,0.3157894736842105,45.0,38.0,2.0,3.0,21.0,17.0,1,4,0,HOME_TEAM
1.1666666666666667,1.0555555555555556,0.13157894736842105,0.0,19.0,5.0,12.0,20.0,-8.0,-23.0,2,0,0,HOME_TEAM
1.2777777777777777,1.8888888888888888,0.07894736842105263,0.2631578947368421,16.0,35.0,15.0,5.0,-2.0,15.0,1,4,1,AWAY_TEAM
0.8333333333333334,1.8888888888888888,0.18421052631578946,0.2894736842105263,25.0,38.0,9.0,4.0,0.0,13.0,1,3,0,AWAY_TEAM
1.2105263157894737,0.7894736842105263,0.07894736842105263,0.10526315789473684,16.0,17.0,16.0,15.0,-4.0,-10.0,1,3,2,AWAY_TEAM
0.8421052631578947,1.4210526315789473,0.18421052631578946,0.13157894736842105,25.0,19.0,10.0,13.0,-1.0,-11.0,2,2,0,HOME_TEAM
0.8947368421052632,1.0526315789473684,0.07894736842105263,0.07894736842105263,18.0,16.0,14.0,17.0,-6.0,-9.0,1,3,2,DRAW
1.894736842105263,1.5789473684210527,0.2894736842105263,0.21052631578947367,38.0,32.0,4.0,6.0,17.0,11.0,2,2,2,HOME_TEAM
1.105263157894737,1.1578947368421053,0.15789473684210525,0.05263157894736842,28.0,11.0,7.0,19.0,1.0,-18.0,1,0,1,HOME_TEAM
1.0,2.4210526315789473,0.0,0.39473684210526316,5.0,48.0,20.0,2.0,-24.0,22.0,0,1,1,DRAW
0.7368421052631579,1.1578947368421053,0.05263157894736842,0.18421052631578946,15.0,26.0,18.0,9.0,-12.0,-1.0,0,2,0,AWAY_TEAM
0.9,0.75,0.13157894736842105,0.05263157894736842,20.0,15.0,13.0,18.0,-9.0,-15.0,1,1,0,HOME_TEAM
